00:50:09,movebase_start
00:50:35,movebase_finish
00:50:35,start
00:50:35,search
00:50:44,adjustment
00:51:04,adjustment
00:51:07,guidance
00:51:41,charging
01:00:05,autocharge_cancel
01:10:08,movebase_start
01:10:24,movebase_finish
01:10:24,start
01:10:24,search
01:10:33,adjustment
01:10:53,adjustment
01:10:57,guidance
01:11:29,charging
01:20:02,autocharge_cancel
01:30:09,movebase_start
01:30:20,autocharge_cancel
02:10:08,movebase_start
02:10:40,movebase_finish
02:10:40,start
02:10:40,search
02:10:55,adjustment
02:11:18,adjustment
02:11:21,guidance
02:11:52,charging
02:20:04,autocharge_cancel
02:30:08,movebase_start
02:30:29,movebase_finish
02:30:29,start
02:30:30,search
02:30:39,adjustment
02:30:42,guidance
02:31:07,charging
02:40:03,autocharge_cancel
02:50:08,movebase_start
02:50:42,movebase_finish
02:50:42,start
02:50:42,search
02:50:52,adjustment
02:50:55,guidance
02:51:26,charging
02:58:33,finish
03:00:05,autocharge_cancel
03:10:09,movebase_start
03:10:35,movebase_finish
03:10:35,start
03:10:35,search
03:10:46,adjustment
03:10:49,guidance
03:11:18,charging
03:16:53,finish
03:20:06,autocharge_cancel
03:30:09,movebase_start
03:40:03,autocharge_cancel
03:40:13,autocharge_cancel
18:50:08,movebase_start
18:50:46,movebase_finish
18:50:46,start
18:50:46,search
18:50:53,adjustment
18:50:56,guidance
18:51:12,charging
19:06:49,autocharge_cancel
19:30:08,movebase_start
19:30:42,movebase_finish
19:30:42,start
19:30:42,search
19:30:52,adjustment
19:30:55,guidance
19:31:25,charging
19:40:04,autocharge_cancel
20:30:08,movebase_start
20:30:25,movebase_finish
20:30:25,start
20:30:25,search
20:30:35,adjustment
20:30:38,guidance
20:31:06,charging
20:40:05,autocharge_cancel
20:50:08,movebase_start
20:50:33,movebase_finish
20:50:33,start
20:50:33,search
20:50:42,adjustment
20:50:45,guidance
20:51:09,charging
21:05:14,finish
21:32:30,autocharge_cancel
